年,月,日,時,波高,週期,波向,風速,風向
2024 ,7 ,13 ,16 ,0.4,3.2,258,6.5,276
2024 ,7 ,13 ,17 ,0.37,3.1,247,3.5,259
2024 ,7 ,13 ,18 ,0.45,4,213,3.6,227
2024 ,7 ,13 ,19 ,0.29,3.5,236,4.2,162
2024 ,7 ,13 ,20 ,0.29,3.6,22,3.9,170
2024 ,7 ,13 ,21 ,0.23,3.5,247,4.6,157
2024 ,7 ,13 ,22 ,0.21,3.3,247,6.2,179
2024 ,7 ,13 ,23 ,0.22,3.5,236,4.1,167
2024 ,7 ,14 ,0 ,-9.9,-9.9,-9.9,4.4,178
2024 ,7 ,14 ,1 ,-9.9,-9.9,-9.9,3.8,153
2024 ,7 ,14 ,2 ,-9.9,-9.9,-9.9,5.1,158
2024 ,7 ,14 ,3 ,0.25,3.2,270,4.3,144
2024 ,7 ,14 ,4 ,0.25,3.3,270,4.5,160
2024 ,7 ,14 ,5 ,0.23,3.5,281,4.2,164
2024 ,7 ,14 ,6 ,0.3,3.8,202,4,158
2024 ,7 ,14 ,7 ,0.24,3.8,258,4.6,149
2024 ,7 ,14 ,8 ,0.33,4.2,22,3.7,145
2024 ,7 ,14 ,9 ,0.22,3.9,258,1.6,151
2024 ,7 ,14 ,10 ,0.25,3.9,270,-9.9,-9.9
2024 ,7 ,14 ,11 ,0.21,3.7,303,1.8,319
2024 ,7 ,14 ,12 ,0.22,3.7,281,2.5,344
2024 ,7 ,14 ,13 ,-9.9,-9.9,-9.9,2.2,330
2024 ,7 ,14 ,14 ,0.22,3.9,247,2.8,342
2024 ,7 ,14 ,15 ,0.22,4,258,4.3,348
2024 ,7 ,14 ,16 ,0.28,3.7,236,4.8,353
2024 ,7 ,14 ,17 ,0.39,3.9,270,3.8,351
2024 ,7 ,14 ,18 ,0.39,4,236,2.2,14
2024 ,7 ,14 ,19 ,0.39,4.1,213,2.1,16
2024 ,7 ,14 ,20 ,0.34,4.7,258,2.5,14
2024 ,7 ,14 ,21 ,0.39,4.5,11,3.2,15
2024 ,7 ,14 ,22 ,0.25,4.4,247,3.5,14
2024 ,7 ,14 ,23 ,0.24,3.9,236,3.1,27
2024 ,7 ,15 ,0 ,0.28,4.2,247,3.8,27
2024 ,7 ,15 ,1 ,0.29,4.5,247,3.1,36
2024 ,7 ,15 ,2 ,0.34,4.8,236,2.1,30
2024 ,7 ,15 ,3 ,0.37,4.8,236,-9.9,-9.9
2024 ,7 ,15 ,4 ,0.39,4.8,247,-9.9,-9.9
2024 ,7 ,15 ,5 ,0.4,4.7,236,-9.9,-9.9
2024 ,7 ,15 ,6 ,0.42,4.7,247,1.3,331
2024 ,7 ,15 ,7 ,0.31,4.7,236,1.4,329
2024 ,7 ,15 ,8 ,0.36,4.7,33,-9.9,-9.9
2024 ,7 ,15 ,9 ,0.3,4.6,281,1.9,12
2024 ,7 ,15 ,10 ,0.3,4.6,258,1.8,7
2024 ,7 ,15 ,11 ,0.3,4.5,270,2.8,353
2024 ,7 ,15 ,12 ,0.32,3.9,270,3.7,343
2024 ,7 ,15 ,13 ,0.33,4.4,270,4,342
2024 ,7 ,15 ,14 ,0.34,4.5,258,3.5,332
2024 ,7 ,15 ,15 ,0.35,4.4,236,3.8,331
2024 ,7 ,15 ,16 ,0.37,4.5,247,4.2,345
2024 ,7 ,15 ,17 ,0.38,4.4,247,5.1,3
2024 ,7 ,15 ,18 ,0.48,3.7,247,5.6,14
2024 ,7 ,15 ,19 ,0.49,3.6,236,1.7,52
2024 ,7 ,15 ,20 ,0.51,3.6,45,1.3,296
2024 ,7 ,15 ,21 ,0.43,3.8,22,3.1,240
2024 ,7 ,15 ,22 ,0.41,3.8,33,2.2,260
2024 ,7 ,15 ,23 ,0.34,4,270,2.9,223
2024 ,7 ,16 ,0 ,0.32,4,270,4.1,220
2024 ,7 ,16 ,1 ,0.31,4,258,3,218
2024 ,7 ,16 ,2 ,0.34,4.5,270,2.6,229
2024 ,7 ,16 ,3 ,0.33,4.2,247,1.9,182
2024 ,7 ,16 ,4 ,0.36,4.1,258,3.6,165
2024 ,7 ,16 ,5 ,0.45,4.4,236,2.9,157
2024 ,7 ,16 ,6 ,0.51,4.3,247,3.7,155
2024 ,7 ,16 ,7 ,0.46,4.6,236,3,150
2024 ,7 ,16 ,8 ,0.44,4.3,258,1.1,174
2024 ,7 ,16 ,9 ,0.42,4.6,281,-9.9,-9.9
2024 ,7 ,16 ,10 ,0.32,4.4,258,1.2,333
2024 ,7 ,16 ,11 ,0.3,4.2,270,2.1,319
2024 ,7 ,16 ,12 ,0.31,4.6,258,3.2,329
2024 ,7 ,16 ,13 ,0.31,4.4,258,3.7,333
2024 ,7 ,16 ,14 ,0.32,4.5,281,4.4,322
2024 ,7 ,16 ,15 ,0.38,4.3,281,5.2,330
2024 ,7 ,16 ,16 ,0.44,3.9,258,3.4,348
2024 ,7 ,16 ,17 ,0.42,4.1,258,1.5,23
2024 ,7 ,16 ,18 ,0.44,4,258,-9.9,-9.9
2024 ,7 ,16 ,19 ,0.43,4.4,270,1.2,79
2024 ,7 ,16 ,20 ,0.43,4.4,45,1.2,66
2024 ,7 ,16 ,21 ,0.34,4.4,281,3.4,214
2024 ,7 ,16 ,22 ,0.32,4.7,281,1.9,242
2024 ,7 ,16 ,23 ,0.3,4.5,270,1.1,244
2024 ,7 ,17 ,0 ,0.36,5.1,247,3.2,154
2024 ,7 ,17 ,1 ,0.31,4.9,247,2.8,147
2024 ,7 ,17 ,2 ,0.32,4.8,247,3.7,161
2024 ,7 ,17 ,3 ,0.32,4.8,247,1.9,168
2024 ,7 ,17 ,4 ,0.38,4.9,258,1.2,155
2024 ,7 ,17 ,5 ,0.46,5.2,258,-9.9,-9.9
2024 ,7 ,17 ,6 ,0.41,4.9,247,1.3,176
2024 ,7 ,17 ,7 ,0.41,4.8,247,2,165
2024 ,7 ,17 ,8 ,0.42,4.8,270,-9.9,-9.9
2024 ,7 ,17 ,9 ,0.43,4.7,281,-9.9,-9.9
2024 ,7 ,17 ,10 ,0.39,4.9,270,1.5,316
2024 ,7 ,17 ,11 ,0.33,4.1,281,2.5,345
2024 ,7 ,17 ,12 ,0.33,4.4,281,4.5,332
2024 ,7 ,17 ,13 ,0.29,4,281,5.1,353
2024 ,7 ,17 ,14 ,0.37,3.8,270,4.8,352
2024 ,7 ,17 ,15 ,0.38,3.6,22,4.8,343
2024 ,7 ,17 ,16 ,0.37,3.6,33,4.5,346
2024 ,7 ,17 ,17 ,0.42,3.8,225,4.1,357
2024 ,7 ,17 ,18 ,0.45,4,225,1.1,339
2024 ,7 ,17 ,19 ,0.44,4.1,292,-9.9,-9.9
2024 ,7 ,17 ,20 ,0.39,4.3,225,6.5,146
2024 ,7 ,17 ,21 ,0.35,4.4,247,3.3,138
2024 ,7 ,17 ,22 ,0.28,4.5,225,4.4,173
2024 ,7 ,17 ,23 ,0.29,4.9,270,2.6,213
2024 ,7 ,18 ,0 ,0.29,5,247,3.2,137
2024 ,7 ,18 ,1 ,0.3,5.1,247,2.5,143
2024 ,7 ,18 ,2 ,0.26,5.3,247,4.6,158
2024 ,7 ,18 ,3 ,0.26,5.1,247,4.8,163
2024 ,7 ,18 ,4 ,0.26,4.8,247,4.7,161
2024 ,7 ,18 ,5 ,0.32,5.1,281,3.8,166
2024 ,7 ,18 ,6 ,0.43,5,247,3.9,158
2024 ,7 ,18 ,7 ,0.45,4.8,247,2.3,150
2024 ,7 ,18 ,8 ,0.53,4.8,236,1.4,149
2024 ,7 ,18 ,9 ,0.43,4.9,247,-9.9,-9.9
2024 ,7 ,18 ,10 ,0.4,5,258,-9.9,-9.9
2024 ,7 ,18 ,11 ,0.39,5,270,-9.9,-9.9
2024 ,7 ,18 ,12 ,0.35,4.8,258,2.6,328
2024 ,7 ,18 ,13 ,0.4,4.7,258,3.2,311
2024 ,7 ,18 ,14 ,0.39,5,270,2.9,324
2024 ,7 ,18 ,15 ,0.44,4.5,236,3.6,330
2024 ,7 ,18 ,16 ,0.33,4.4,247,4.9,324
2024 ,7 ,18 ,17 ,0.38,4.3,247,5.1,329
2024 ,7 ,18 ,18 ,0.47,4,213,4.2,315
2024 ,7 ,18 ,19 ,0.47,4.4,236,1.6,307
2024 ,7 ,18 ,20 ,0.38,4.4,270,1.4,312
2024 ,7 ,18 ,21 ,0.36,4.7,281,1.4,317
2024 ,7 ,18 ,22 ,0.35,4.7,270,-9.9,-9.9
2024 ,7 ,18 ,23 ,0.35,4.8,270,1.3,310
2024 ,7 ,19 ,0 ,0.38,4.9,270,1.3,270
2024 ,7 ,19 ,1 ,0.29,4.5,270,1.2,228
2024 ,7 ,19 ,2 ,0.31,4.6,270,1.3,244
2024 ,7 ,19 ,3 ,0.28,4.6,270,1.5,269
2024 ,7 ,19 ,4 ,0.3,4.3,270,2.5,155
2024 ,7 ,19 ,5 ,0.31,4.5,247,2,149
2024 ,7 ,19 ,6 ,0.41,4.7,236,-9.9,-9.9
2024 ,7 ,19 ,7 ,0.37,4.5,258,1.8,357
2024 ,7 ,19 ,8 ,0.43,4.4,270,1.3,14
2024 ,7 ,19 ,9 ,0.42,4.6,270,-9.9,-9.9
2024 ,7 ,19 ,10 ,0.4,5,258,1.6,343
2024 ,7 ,19 ,11 ,0.39,4.7,270,2.9,326
2024 ,7 ,19 ,12 ,0.32,4.4,258,3.3,322
2024 ,7 ,19 ,13 ,0.31,4.4,258,3.9,327
2024 ,7 ,19 ,14 ,0.34,4.5,270,4.9,337
2024 ,7 ,19 ,15 ,0.36,4.2,270,5,333
2024 ,7 ,19 ,16 ,0.44,3.7,0,5.5,331
2024 ,7 ,19 ,17 ,0.47,3.5,0,5.5,340
2024 ,7 ,19 ,18 ,0.57,3.9,236,4.4,337
2024 ,7 ,19 ,19 ,0.53,3.8,247,3.6,338
2024 ,7 ,19 ,20 ,0.49,4,247,3.6,338
2024 ,7 ,19 ,21 ,0.46,4.2,270,3.3,333
2024 ,7 ,19 ,22 ,0.39,3.9,258,3.7,329
2024 ,7 ,19 ,23 ,0.37,4.1,270,3.1,331
2024 ,7 ,20 ,0 ,0.37,4.1,270,2.6,314
2024 ,7 ,20 ,1 ,0.32,4.2,281,3,327
2024 ,7 ,20 ,2 ,0.31,4,270,2.6,330
2024 ,7 ,20 ,3 ,0.29,4.1,270,2.9,328
2024 ,7 ,20 ,4 ,0.28,3.9,270,3.2,320
2024 ,7 ,20 ,5 ,0.39,4.5,258,2.9,315
2024 ,7 ,20 ,6 ,0.37,4.3,247,3.1,317
2024 ,7 ,20 ,7 ,0.38,4.3,247,2.8,310
2024 ,7 ,20 ,8 ,0.45,4.4,247,2.6,319
2024 ,7 ,20 ,9 ,0.45,4.4,281,3.5,317
2024 ,7 ,20 ,10 ,0.35,4.3,247,3.4,321
2024 ,7 ,20 ,11 ,0.4,4.6,270,4.3,329
2024 ,7 ,20 ,12 ,0.37,4.3,270,4.4,339
2024 ,7 ,20 ,13 ,0.32,4.1,270,5.4,332
2024 ,7 ,20 ,14 ,0.38,3.5,270,5.2,337
2024 ,7 ,20 ,15 ,0.39,3.3,348,5.4,336
2024 ,7 ,20 ,16 ,0.41,3.3,0,5.5,349
2024 ,7 ,20 ,17 ,0.48,3.5,348,4.7,350
2024 ,7 ,20 ,18 ,0.48,3.8,213,3.5,11
2024 ,7 ,20 ,19 ,0.43,3.9,247,2.6,28
2024 ,7 ,20 ,20 ,0.43,4.1,258,1.6,24
2024 ,7 ,20 ,21 ,0.43,4.3,270,2.4,328
2024 ,7 ,20 ,22 ,0.41,4.2,258,2.9,318
2024 ,7 ,20 ,23 ,0.34,4.2,258,3.1,295
2024 ,7 ,21 ,0 ,0.34,4.4,281,2.5,296
2024 ,7 ,21 ,1 ,0.35,4.6,258,2.4,294
2024 ,7 ,21 ,2 ,0.3,4.5,247,1.3,287
2024 ,7 ,21 ,3 ,0.31,4.8,270,1.4,285
2024 ,7 ,21 ,4 ,0.23,4.6,258,3.3,303
2024 ,7 ,21 ,5 ,0.3,4.6,281,2.5,324
2024 ,7 ,21 ,6 ,0.32,4.4,247,2.8,328
2024 ,7 ,21 ,7 ,0.31,4.5,270,2.5,337
2024 ,7 ,21 ,8 ,0.49,4.5,22,3.9,349
2024 ,7 ,21 ,9 ,0.4,4.1,270,4.7,3
2024 ,7 ,21 ,10 ,0.53,4.1,258,6,25
2024 ,7 ,21 ,11 ,0.58,3.5,33,6.3,16
2024 ,7 ,21 ,12 ,0.59,3.5,33,6.6,358
2024 ,7 ,21 ,13 ,0.62,3.8,33,5.2,356
2024 ,7 ,21 ,14 ,0.53,3.6,45,5.6,344
2024 ,7 ,21 ,15 ,0.47,3.5,0,6,358
2024 ,7 ,21 ,16 ,0.46,3.6,22,5.5,5
2024 ,7 ,21 ,17 ,0.43,3.7,33,3.2,15
2024 ,7 ,21 ,18 ,0.47,3.8,45,2,354
2024 ,7 ,21 ,19 ,0.45,4,11,-9.9,-9.9
2024 ,7 ,21 ,20 ,0.41,4,22,-9.9,-9.9
2024 ,7 ,21 ,21 ,0.44,4.1,281,4,165
2024 ,7 ,21 ,22 ,0.39,4.3,258,2,193
2024 ,7 ,21 ,23 ,0.36,4.1,33,3,219
2024 ,7 ,22 ,0 ,0.41,4.3,33,2.2,213
2024 ,7 ,22 ,1 ,0.43,4.4,22,3.2,192
2024 ,7 ,22 ,2 ,0.39,4.5,270,2.1,183
2024 ,7 ,22 ,3 ,0.43,4.6,0,2.1,168
2024 ,7 ,22 ,4 ,0.4,4.6,22,1.3,157
2024 ,7 ,22 ,5 ,0.37,4.5,22,-9.9,-9.9
2024 ,7 ,22 ,6 ,0.36,4.5,225,2.2,47
2024 ,7 ,22 ,7 ,0.32,4.3,337,2.9,46
2024 ,7 ,22 ,8 ,0.44,4.3,22,3.4,33
2024 ,7 ,22 ,9 ,0.46,3.8,348,4.1,22
2024 ,7 ,22 ,10 ,0.46,3.8,247,3.5,19
2024 ,7 ,22 ,11 ,0.42,3.8,0,5,9
2024 ,7 ,22 ,12 ,0.47,3.8,0,5.9,3
2024 ,7 ,22 ,13 ,0.48,3.8,22,5.8,360
2024 ,7 ,22 ,14 ,0.57,3.6,11,6.2,348
2024 ,7 ,22 ,15 ,0.5,3.6,11,5.5,352
2024 ,7 ,22 ,16 ,0.55,3.6,33,5.3,344
2024 ,7 ,22 ,17 ,0.47,3.7,33,4.4,329
2024 ,7 ,22 ,18 ,0.54,3.8,11,4.7,340
2024 ,7 ,22 ,19 ,0.58,3.9,33,3.9,337
2024 ,7 ,22 ,20 ,0.62,4.2,0,3.9,334
2024 ,7 ,22 ,21 ,0.77,4.4,11,2.9,312
2024 ,7 ,22 ,22 ,1.32,5.3,22,-9.9,-9.9
2024 ,7 ,22 ,23 ,1.17,5.1,22,2.9,192
2024 ,7 ,23 ,0 ,0.95,4.9,22,4,185
2024 ,7 ,23 ,1 ,1.04,5,33,3.8,162
2024 ,7 ,23 ,2 ,0.81,4.8,11,3.4,143
2024 ,7 ,23 ,3 ,0.81,4.8,33,2.3,142
2024 ,7 ,23 ,4 ,0.63,4.5,11,2.1,139
2024 ,7 ,23 ,5 ,0.55,4.5,22,-9.9,-9.9
2024 ,7 ,23 ,6 ,0.59,4.6,0,-9.9,-9.9
2024 ,7 ,23 ,7 ,0.6,4.6,0,4.5,29
2024 ,7 ,23 ,8 ,0.79,4.5,11,5.6,31
2024 ,7 ,23 ,9 ,0.89,4.5,11,5.9,37
2024 ,7 ,23 ,10 ,1.08,4.8,11,6.8,14
2024 ,7 ,23 ,11 ,1.37,4.8,11,8.3,14
2024 ,7 ,23 ,12 ,1.4,4.8,33,9.7,13
2024 ,7 ,23 ,13 ,1.68,4.9,22,10.5,14
2024 ,7 ,23 ,14 ,1.84,5.3,22,10.2,11
2024 ,7 ,23 ,15 ,2.01,5.2,11,10.9,14
2024 ,7 ,23 ,16 ,1.93,5.2,0,11.7,17
2024 ,7 ,23 ,17 ,2.23,5.5,22,12.5,33
2024 ,7 ,23 ,18 ,2.24,5.6,11,11.8,26
2024 ,7 ,23 ,19 ,2.38,5.8,11,11.3,33
2024 ,7 ,23 ,20 ,2.25,5.6,0,11.2,29
2024 ,7 ,23 ,21 ,2.81,6.3,11,11.7,34
2024 ,7 ,23 ,22 ,2.87,6.6,11,11.4,41
2024 ,7 ,23 ,23 ,2.67,6.5,11,9.3,46
2024 ,7 ,24 ,0 ,2.18,5.9,11,5.1,66
2024 ,7 ,24 ,1 ,2.64,6.4,22,7.2,49
2024 ,7 ,24 ,2 ,2.38,5.9,22,7.4,69
2024 ,7 ,24 ,3 ,2.09,5.9,22,7.6,55
2024 ,7 ,24 ,4 ,2.05,5.4,22,12.5,52
2024 ,7 ,24 ,5 ,2.32,5.4,22,14.1,27
2024 ,7 ,24 ,6 ,2.21,5.5,11,12.1,21
2024 ,7 ,24 ,7 ,2.15,5.3,22,14.8,17
2024 ,7 ,24 ,8 ,2.5,5.7,11,13.7,11
2024 ,7 ,24 ,9 ,2.59,5.7,0,14.3,9
2024 ,7 ,24 ,10 ,2.92,6.1,0,13.8,357
2024 ,7 ,24 ,11 ,2.72,5.8,11,15,356
2024 ,7 ,24 ,12 ,3.16,6,0,14.8,7
2024 ,7 ,24 ,13 ,3.17,6.2,22,14.9,13
2024 ,7 ,24 ,14 ,3.83,6.7,22,14.6,4
2024 ,7 ,24 ,15 ,3.82,6.5,11,15.9,352
2024 ,7 ,24 ,16 ,3.29,6.3,11,16.1,354
2024 ,7 ,24 ,17 ,3.43,6.4,0,15.2,355
2024 ,7 ,24 ,18 ,3.42,6.3,0,16.8,356
2024 ,7 ,24 ,19 ,3.58,6.4,348,16.4,354
2024 ,7 ,24 ,20 ,3.32,6.3,348,15.2,356
2024 ,7 ,24 ,21 ,3.13,6.6,348,13.5,355
2024 ,7 ,24 ,22 ,3.05,6.4,348,11.1,348
2024 ,7 ,24 ,23 ,3.21,6.2,0,13,347
2024 ,7 ,25 ,0 ,3.19,5.9,11,12,342
2024 ,7 ,25 ,1 ,2.82,5.9,22,11.8,331
2024 ,7 ,25 ,2 ,2.85,5.7,348,11.6,314
2024 ,7 ,25 ,3 ,3.11,6.4,337,10.6,310
2024 ,7 ,25 ,4 ,2.63,5.8,337,10.5,308
2024 ,7 ,25 ,5 ,2.62,5.8,337,9.2,309
2024 ,7 ,25 ,6 ,2.15,5.5,292,8.9,292
2024 ,7 ,25 ,7 ,2.19,5.5,281,8.1,267
2024 ,7 ,25 ,8 ,2.01,5.5,303,9.7,268
2024 ,7 ,25 ,9 ,2.34,5.8,270,14.1,262
2024 ,7 ,25 ,10 ,3.02,5.6,258,14.9,253
2024 ,7 ,25 ,11 ,3.3,5.6,258,15.7,246
2024 ,7 ,25 ,12 ,3.36,5.8,270,16.6,227
2024 ,7 ,25 ,13 ,3.11,5.5,281,16.1,219
2024 ,7 ,25 ,14 ,3.5,6,236,15.5,227
2024 ,7 ,25 ,15 ,3.27,5.7,247,17.2,224
2024 ,7 ,25 ,16 ,3.62,6,258,15.9,225
2024 ,7 ,25 ,17 ,3.03,6.4,258,14.6,176
2024 ,7 ,25 ,18 ,2.35,5,270,14.7,218
2024 ,7 ,25 ,19 ,2.41,4.8,258,20.4,193
2024 ,7 ,25 ,20 ,2.55,5.7,247,14,213
2024 ,7 ,25 ,21 ,2.88,5.9,236,19.7,201
2024 ,7 ,25 ,22 ,3.25,5.8,225,15.6,204
2024 ,7 ,25 ,23 ,3.7,5.7,236,17.9,202
2024 ,7 ,26 ,0 ,3.13,5.7,258,14.1,187
2024 ,7 ,26 ,1 ,2.4,5.2,247,16,188
2024 ,7 ,26 ,2 ,2.82,5.8,247,14.9,188
2024 ,7 ,26 ,3 ,2.64,5.9,247,15.9,194
2024 ,7 ,26 ,4 ,2.57,6,258,15.9,195
2024 ,7 ,26 ,5 ,2.37,5.9,258,13.9,187
2024 ,7 ,26 ,6 ,2.03,5.5,303,14.1,190
2024 ,7 ,26 ,7 ,2.3,6,315,14.4,193
2024 ,7 ,26 ,8 ,2.73,6.3,33,14,204
2024 ,7 ,26 ,9 ,2.21,6.5,292,12.7,193
2024 ,7 ,26 ,10 ,2.5,6.7,247,12,191
2024 ,7 ,26 ,11 ,2,5.9,33,14.2,194
2024 ,7 ,26 ,12 ,2.03,5.4,258,14.1,194
2024 ,7 ,26 ,13 ,2.12,5.1,292,13.3,193
2024 ,7 ,26 ,14 ,1.93,5.6,281,12.7,205
2024 ,7 ,26 ,15 ,1.76,5.4,281,11.4,192
2024 ,7 ,26 ,16 ,1.81,5.5,281,11,189
2024 ,7 ,26 ,17 ,1.82,5.3,292,12.7,190
2024 ,7 ,26 ,18 ,1.99,5.3,270,13.6,178
2024 ,7 ,26 ,19 ,1.65,4.8,281,13.1,172
2024 ,7 ,26 ,20 ,1.48,5.2,270,10.6,169
2024 ,7 ,26 ,21 ,1.41,5.9,258,8.1,172
2024 ,7 ,26 ,22 ,1.28,5.4,281,8.8,172
2024 ,7 ,26 ,23 ,1.27,5.5,258,7.9,203
2024 ,7 ,27 ,0 ,1.17,4.9,258,12.5,210
2024 ,7 ,27 ,1 ,1.27,4.5,281,11.5,210
2024 ,7 ,27 ,2 ,1.43,4.3,225,11.2,219
2024 ,7 ,27 ,3 ,1.21,4.7,258,9.5,218
2024 ,7 ,27 ,4 ,1.11,4.5,270,12.4,211
2024 ,7 ,27 ,5 ,1.23,4.5,258,12.5,211
2024 ,7 ,27 ,6 ,1.25,4.3,270,12.6,208
2024 ,7 ,27 ,7 ,1.39,4.6,270,10.1,206
2024 ,7 ,27 ,8 ,1.11,4.6,247,9.1,201
2024 ,7 ,27 ,9 ,1.04,4.7,258,9.4,197
2024 ,7 ,27 ,10 ,0.98,5,281,8.5,210
2024 ,7 ,27 ,11 ,1.17,5.2,270,6.2,217
2024 ,7 ,27 ,12 ,1.06,4.9,270,6.9,227
2024 ,7 ,27 ,13 ,1.27,4.4,247,10.1,230
2024 ,7 ,27 ,14 ,1.58,4.6,236,9.1,233
2024 ,7 ,27 ,15 ,1.55,4.2,213,8.6,227
2024 ,7 ,27 ,16 ,1.29,4.5,247,7.6,220
2024 ,7 ,27 ,17 ,1.18,4.5,258,10.2,211
2024 ,7 ,27 ,18 ,1.01,4.6,270,7.3,215
2024 ,7 ,27 ,19 ,1.05,4.8,270,7.7,231
2024 ,7 ,27 ,20 ,1.01,4.7,270,5.7,209
2024 ,7 ,27 ,21 ,0.98,4.9,258,3.2,192
2024 ,7 ,27 ,22 ,0.89,5,270,1.2,169
2024 ,7 ,27 ,23 ,0.89,4.9,270,-9.9,-9.9
2024 ,7 ,28 ,0 ,0.77,4.3,258,-9.9,-9.9
2024 ,7 ,28 ,1 ,0.87,4.8,258,1.3,342
2024 ,7 ,28 ,2 ,0.92,4.8,258,1.4,353
2024 ,7 ,28 ,3 ,0.82,4.9,258,3.1,6
2024 ,7 ,28 ,4 ,0.78,4.9,303,2.7,5
2024 ,7 ,28 ,5 ,0.8,5.3,270,4.3,22
2024 ,7 ,28 ,6 ,0.73,4.6,281,5.7,23
2024 ,7 ,28 ,7 ,0.79,4.2,11,8.5,45
2024 ,7 ,28 ,8 ,0.84,4.2,315,7.2,34
2024 ,7 ,28 ,9 ,0.77,4.6,270,6.3,32
2024 ,7 ,28 ,10 ,0.79,4.3,22,7,31
2024 ,7 ,28 ,11 ,0.76,4.3,11,5.9,37
2024 ,7 ,28 ,12 ,0.81,4.4,11,4.4,18
2024 ,7 ,28 ,13 ,0.68,4.7,11,4.5,9
2024 ,7 ,28 ,14 ,0.86,4.9,22,5.1,12
2024 ,7 ,28 ,15 ,0.85,4.8,247,6,19
2024 ,7 ,28 ,16 ,0.8,4.7,258,4.1,12
2024 ,7 ,28 ,17 ,0.7,4.5,258,4.5,359
2024 ,7 ,28 ,18 ,0.69,4.4,22,2.7,356
2024 ,7 ,28 ,19 ,0.66,4.8,247,2.1,331
2024 ,7 ,28 ,20 ,0.48,4.3,270,3.4,314
2024 ,7 ,28 ,21 ,0.49,4.5,270,2.7,345
2024 ,7 ,28 ,22 ,0.55,4.9,258,3.1,325
2024 ,7 ,28 ,23 ,0.51,5,270,2.2,349
2024 ,7 ,29 ,0 ,0.5,4.9,258,4.6,25
2024 ,7 ,29 ,1 ,0.59,4.3,258,5.5,15
2024 ,7 ,29 ,2 ,0.7,4.4,270,5.1,19
2024 ,7 ,29 ,3 ,0.66,4.3,247,4.5,15
2024 ,7 ,29 ,4 ,0.74,4.4,258,2.5,358
2024 ,7 ,29 ,5 ,0.73,4.7,270,2.1,348
2024 ,7 ,29 ,6 ,0.7,4.5,292,2.5,13
2024 ,7 ,29 ,7 ,0.63,4.6,258,2.4,30
2024 ,7 ,29 ,8 ,0.58,4.3,22,3.3,1
2024 ,7 ,29 ,9 ,0.55,4.4,78,1.8,12
2024 ,7 ,29 ,10 ,0.5,4.2,281,1.4,345
2024 ,7 ,29 ,11 ,0.54,4.5,270,-9.9,-9.9
2024 ,7 ,29 ,12 ,0.53,4.7,281,-9.9,-9.9
2024 ,7 ,29 ,13 ,0.45,4.4,247,-9.9,-9.9
2024 ,7 ,29 ,14 ,0.49,4.3,337,-9.9,-9.9
2024 ,7 ,29 ,15 ,0.52,4.5,303,2.1,359
2024 ,7 ,29 ,16 ,0.64,4.8,258,2,9
2024 ,7 ,29 ,17 ,0.54,4.7,247,-9.9,-9.9
2024 ,7 ,29 ,18 ,0.5,4.6,281,1.8,296
2024 ,7 ,29 ,19 ,0.61,4.7,348,-9.9,-9.9
2024 ,7 ,29 ,20 ,0.65,5,45,2.8,240
2024 ,7 ,29 ,21 ,0.78,5,11,6,208
2024 ,7 ,29 ,22 ,0.59,4.8,22,6.1,192
2024 ,7 ,29 ,23 ,0.64,4.2,0,6.2,193
2024 ,7 ,30 ,0 ,0.53,4.3,0,7.4,194
2024 ,7 ,30 ,1 ,0.52,3.7,247,7,200
2024 ,7 ,30 ,2 ,0.57,3.7,22,6.5,201
2024 ,7 ,30 ,3 ,0.63,3.9,247,7.7,199
2024 ,7 ,30 ,4 ,0.78,3.8,247,6.4,192
2024 ,7 ,30 ,5 ,0.62,3.8,258,5.4,198
2024 ,7 ,30 ,6 ,0.65,4,247,4.8,199
2024 ,7 ,30 ,7 ,0.58,4,236,4.4,183
2024 ,7 ,30 ,8 ,0.57,4.3,326,4.3,185
2024 ,7 ,30 ,9 ,0.5,4.3,315,3.3,218
2024 ,7 ,30 ,10 ,0.39,4.2,315,3.4,221
2024 ,7 ,30 ,11 ,0.41,4.2,0,3.1,237
2024 ,7 ,30 ,12 ,0.37,4.1,337,3.2,260
2024 ,7 ,30 ,13 ,0.41,4.4,258,3.6,271
2024 ,7 ,30 ,14 ,0.36,4.2,11,4.7,274
2024 ,7 ,30 ,15 ,0.38,4.3,292,4.2,272
2024 ,7 ,30 ,16 ,0.45,4.9,270,4,267
2024 ,7 ,30 ,17 ,0.44,4.4,258,4,248
2024 ,7 ,30 ,18 ,0.42,4.4,0,2.6,243
2024 ,7 ,30 ,19 ,0.46,4.9,270,4.2,244
2024 ,7 ,30 ,20 ,0.43,4.4,270,4.4,237
2024 ,7 ,30 ,21 ,0.39,4.5,258,3.5,233
2024 ,7 ,30 ,22 ,0.39,4.4,258,-9.9,-9.9
2024 ,7 ,30 ,23 ,0.41,4.6,270,2,140
2024 ,7 ,31 ,0 ,0.36,4.1,270,2.6,143
2024 ,7 ,31 ,1 ,0.42,3.9,247,5.7,210
2024 ,7 ,31 ,2 ,0.46,3.5,247,5.5,208
2024 ,7 ,31 ,3 ,0.4,3.6,247,4,182
2024 ,7 ,31 ,4 ,0.49,3.6,270,3.4,179
2024 ,7 ,31 ,5 ,0.44,3.8,247,3.5,168
2024 ,7 ,31 ,6 ,0.46,4.1,247,2.2,144
